282,121134,"'2006-12-12'",3,4,,
284,358446,"'2004-7-30'",6,3,,
286,926158,"'2004-10-10'",4,4,,
288,864745,"'2004-8-10'",6,1,,
290,717424,"'2009-10-24'",6,6,,
292,998864,"'2009-5-21'",6,6,,
294,526695,"'2006-6-16'",4,6,,
296,552280,"'2008-1-14'",3,3,,
298,807814,"'2006-10-26'",3,5,,
301,416235,"'2006-4-18'",2,4,,
302,208964,"'2005-9-11'",6,1,,
304,422975,"'2005-2-15'",2,5,,
306,370156,"'2008-1-10'",2,6,,
308,527114,"'2009-4-2'",6,4,,
310,976913,"'2010-3-18'",3,3,,
312,969960,"'2005-6-24'",6,6,,
314,510871,"'2009-6-25'",6,1,,
316,364497,"'2007-5-24'",2,6,,
318,756673,"'2010-5-19'",1,5,,
321,223637,"'2006-10-10'",5,1,,
322,819301,"'2008-7-11'",3,5,,
324,845614,"'2006-9-25'",4,5,,
326,938586,"'2004-10-16'",6,6,,
328,176635,"'2010-4-7'",2,4,,
330,387551,"'2010-3-17'",4,1,,
332,210543,"'2005-1-17'",4,3,,
334,542000,"'2009-10-23'",6,5,,
336,488185,"'2008-2-20'",5,3,,
338,455524,"'2009-7-22'",1,3,,
341,598482,"'2007-9-18'",6,5,,
342,798234,"'2004-7-15'",2,2,,
344,146634,"'2007-11-14'",1,2,,
346,712026,"'2005-10-2'",5,1,,
348,999215,"'2005-2-4'",5,5,,
350,691414,"'2004-10-18'",6,1,,
352,709661,"'2006-7-7'",5,6,,
354,705739,"'2005-4-15'",5,2,,
356,673619,"'2004-7-29'",6,5,,
358,807963,"'2007-8-21'",5,5,,
361,698924,"'2009-10-31'",6,2,,
362,716289,"'2008-1-5'",4,6,,
364,194664,"'2007-8-20'",2,3,,
366,578592,"'2007-2-26'",5,6,,
368,758152,"'2008-6-19'",3,1,,
370,154568,"'2008-2-5'",2,5,,
372,443099,"'2006-10-15'",4,2,,
374,702205,"'2009-6-6'",4,2,,
376,943004,"'2004-9-23'",3,6,,
378,550594,"'2008-8-19'",5,2,,
381,496119,"'2007-1-15'",1,4,,
382,386367,"'2005-5-12'",2,2,,
384,552203,"'2006-6-6'",4,5,,
386,186735,"'2006-6-20'",6,6,,
388,914878,"'2008-9-7'",6,4,,
390,724842,"'2008-10-17'",6,6,,
392,616293,"'2004-11-26'",1,6,,
394,669903,"'2007-10-16'",6,5,,
396,800473,"'2005-11-9'",4,6,,
398,504517,"'2009-3-27'",1,1,,
401,316825,"'2005-5-3'",1,4,,
402,626343,"'2007-8-2'",6,5,,
404,343365,"'2009-5-25'",1,3,,
406,501118,"'2009-12-20'",2,3,,
408,628995,"'2005-10-29'",3,4,,
410,642457,"'2005-4-22'",3,6,,
412,611160,"'2008-3-26'",1,4,,
414,846285,"'2005-10-1'",1,5,,
416,702092,"'2008-1-25'",6,1,,
418,912067,"'2009-6-5'",4,2,,
421,779127,"'2007-5-3'",1,1,,
422,206280,"'2005-4-25'",4,3,,
424,148821,"'2006-5-7'",2,1,,
426,281532,"'2006-4-13'",6,6,,
428,423423,"'2005-9-9'",1,3,,
430,484938,"'2007-12-13'",6,2,,
432,580933,"'2008-4-5'",2,1,,
434,749686,"'2004-10-29'",1,1,,
436,841898,"'2006-1-28'",1,3,,
438,262575,"'2009-12-19'",4,3,,
441,453721,"'2004-11-3'",6,1,,
442,220954,"'2005-12-6'",3,6,,
444,720997,"'2008-5-22'",3,4,,
446,385525,"'2008-9-19'",6,6,,
448,293723,"'2005-10-27'",2,3,,
450,486161,"'2005-1-18'",2,1,,
452,132667,"'2007-7-10'",2,1,,
454,291085,"'2005-11-9'",3,1,,
456,808879,"'2007-4-14'",4,5,,
458,721831,"'2009-5-17'",3,5,,
461,648271,"'2005-6-10'",2,4,,
462,636060,"'2006-3-31'",2,5,,
464,167583,"'2007-3-6'",3,6,,
466,365914,"'2005-8-19'",6,6,,
468,582502,"'2010-4-15'",5,1,,
470,802150,"'2004-6-19'",3,1,,
472,551586,"'2006-4-29'",3,2,,
474,942866,"'2005-3-11'",1,2,,
476,637316,"'2007-6-3'",6,5,,
478,402744,"'2008-6-25'",6,4,,
481,801684,"'2009-9-20'",1,1,,
482,662323,"'2005-9-23'",5,2,,
484,767002,"'2005-5-19'",6,1,,
486,775236,"'2004-9-11'",5,5,,
488,503559,"'2005-3-12'",5,4,,
490,957767,"'2006-9-22'",4,6,,
492,744861,"'2009-2-15'",4,5,,
494,137347,"'2009-7-2'",6,2,,
496,182484,"'2009-2-9'",3,4,,
498,154000,"'2009-5-21'",5,4,,
501,637949,"'2007-10-21'",3,4,,
502,198255,"'2007-1-1'",4,6,,
504,865674,"'2006-3-1'",2,6,,
506,168562,"'2005-6-22'",6,4,,
508,550744,"'2008-11-7'",5,3,,
510,167684,"'2005-2-1'",2,2,,
512,912401,"'2004-9-8'",4,2,,
514,286518,"'2004-7-15'",1,1,,
516,349504,"'2005-11-19'",3,5,,
518,355958,"'2005-7-3'",2,2,,
521,715983,"'2009-5-31'",5,5,,
522,408454,"'2009-12-28'",6,6,,
524,773974,"'2008-5-3'",4,4,,
526,638986,"'2008-7-17'",5,3,,
528,247613,"'2009-12-16'",6,1,,
530,166022,"'2005-6-16'",6,5,,
532,559419,"'2009-1-24'",4,3,,
534,159898,"'2008-6-30'",3,3,,
536,370165,"'2007-4-6'",4,3,,
538,153084,"'2005-12-22'",6,4,,
541,298465,"'2005-9-6'",3,4,,
542,519063,"'2008-5-6'",3,4,,
544,590674,"'2005-10-8'",6,4,,
546,209935,"'2009-9-21'",5,3,,
548,363391,"'2007-3-26'",6,3,,
550,837214,"'2004-11-10'",2,5,,
552,465772,"'2006-2-19'",6,2,,
554,812151,"'2005-9-30'",6,3,,
556,540961,"'2008-5-22'",6,5,,
558,339229,"'2008-10-22'",5,3,,
561,823953,"'2009-10-20'",2,2,,
562,967639,"'2007-12-2'",1,1,,
564,345547,"'2006-2-18'",2,1,,
566,972131,"'2005-8-25'",1,5,,
568,391538,"'2010-1-14'",5,5,,
570,157789,"'2004-12-11'",6,2,,
572,279365,"'2006-9-7'",4,4,,
574,539974,"'2008-5-13'",1,6,,
576,685033,"'2004-12-29'",4,1,,
578,188614,"'2009-5-7'",5,2,,
581,356418,"'2007-12-7'",3,4,,
582,131825,"'2009-3-1'",5,5,,
584,153900,"'2005-7-29'",5,1,,
586,200518,"'2006-2-3'",3,1,,
588,175687,"'2004-12-1'",6,2,,
590,145076,"'2004-7-2'",3,6,,
592,552384,"'2005-11-17'",5,5,,
594,760718,"'2008-3-14'",4,4,,
596,674474,"'2009-1-21'",2,5,,
598,591430,"'2007-10-7'",2,2,,
601,862675,"'2006-10-21'",4,4,,
602,443422,"'2009-5-14'",4,5,,
604,503934,"'2006-4-27'",1,4,,
606,854077,"'2006-9-9'",2,4,,
608,979081,"'2006-9-3'",5,6,,
610,758041,"'2009-2-6'",1,1,,
612,645704,"'2006-4-23'",6,1,,
614,268587,"'2008-10-13'",5,5,,
616,315245,"'2008-1-22'",3,2,,
618,656654,"'2005-4-12'",3,3,,
621,680614,"'2010-3-29'",5,5,,
622,486792,"'2007-6-3'",5,5,,
624,221871,"'2006-3-8'",4,6,,
626,168395,"'2007-9-4'",4,5,,
628,806852,"'2009-4-11'",5,1,,
630,720542,"'2006-11-29'",4,6,,
632,335076,"'2009-6-4'",5,4,,
634,559539,"'2008-3-20'",6,5,,
636,868369,"'2008-8-30'",2,6,,
638,387086,"'2005-12-14'",1,5,,
641,750430,"'2005-1-28'",1,3,,
642,405586,"'2005-8-1'",6,5,,
644,669984,"'2004-11-27'",2,1,,
646,358661,"'2006-10-20'",2,1,,
648,103244,"'2006-6-5'",6,2,,
650,848186,"'2009-1-10'",4,4,,
652,500685,"'2006-5-13'",6,3,,
654,369799,"'2007-9-30'",4,5,,
656,739976,"'2006-2-23'",3,2,,
658,712634,"'2005-12-5'",2,2,,
661,152766,"'2007-8-3'",2,5,,
662,346865,"'2007-11-17'",6,5,,
664,704190,"'2007-4-14'",4,6,,
666,144150,"'2007-2-24'",3,4,,
668,223287,"'2006-12-29'",3,6,,
670,336033,"'2006-1-31'",1,6,,
672,956100,"'2009-3-11'",4,5,,
674,891719,"'2005-8-27'",1,6,,
676,308554,"'2008-5-22'",6,4,,
678,869763,"'2006-5-8'",1,1,,
681,256604,"'2006-8-15'",6,6,,
682,997456,"'2008-11-26'",2,6,,
684,621289,"'2010-1-18'",4,2,,
686,771378,"'2008-1-27'",2,1,,
688,532813,"'2006-7-21'",5,1,,
690,477736,"'2009-7-11'",4,4,,
692,353152,"'2007-11-19'",4,6,,
694,655047,"'2004-7-23'",6,6,,
696,418324,"'2004-11-27'",6,3,,
698,932802,"'2007-9-20'",6,3,,
701,586794,"'2006-3-1'",1,6,,
702,422159,"'2008-11-29'",1,3,,
704,581605,"'2008-10-19'",2,2,,
706,304844,"'2007-5-12'",1,3,,
708,753022,"'2004-7-3'",5,3,,
710,544239,"'2006-1-22'",1,6,,
712,345752,"'2005-1-10'",2,1,,
714,447194,"'2007-6-24'",3,5,,
716,169570,"'2005-8-20'",6,4,,
718,259179,"'2008-8-26'",6,5,,
721,734555,"'2005-8-17'",6,4,,
722,737668,"'2006-11-26'",3,3,,
724,181295,"'2004-6-23'",3,1,,
726,123083,"'2004-9-30'",3,6,,
728,397011,"'2005-1-22'",4,1,,
730,347866,"'2007-4-6'",3,4,,
732,898065,"'2005-10-22'",6,2,,
734,111678,"'2004-9-18'",1,3,,
736,456253,"'2007-11-29'",3,4,,
738,271946,"'2010-4-18'",4,5,,
741,613610,"'2004-6-12'",1,3,,
742,410213,"'2010-4-16'",4,6,,
744,849713,"'2006-1-25'",3,4,,
746,869001,"'2006-1-26'",5,3,,
748,867142,"'2008-4-10'",2,6,,
750,604857,"'2007-7-11'",6,6,,
752,268271,"'2006-3-25'",3,2,,
754,169461,"'2005-12-29'",2,3,,
756,985035,"'2009-3-15'",5,3,,
758,330478,"'2006-12-16'",3,2,,
761,718798,"'2008-9-25'",4,1,,
762,963825,"'2007-6-28'",6,6,,
764,958661,"'2005-7-31'",1,4,,
766,869433,"'2005-3-27'",2,4,,
768,339953,"'2009-10-25'",5,4,,
770,389055,"'2004-10-18'",1,5,,
772,706604,"'2004-5-24'",6,3,,
774,391730,"'2006-3-3'",4,3,,
776,459362,"'2006-3-11'",5,5,,
778,402731,"'2009-5-16'",3,2,,
781,289294,"'2008-2-20'",2,6,,
782,604523,"'2008-2-9'",6,2,,
784,398121,"'2008-9-14'",4,6,,
786,106703,"'2008-5-2'",6,5,,
788,187475,"'2007-5-26'",6,2,,
790,277858,"'2008-4-17'",5,6,,
792,520563,"'2005-6-2'",6,5,,
794,396933,"'2007-8-1'",5,4,,
796,808985,"'2007-1-31'",2,2,,
798,662141,"'2004-12-26'",5,1,,
801,365168,"'2008-6-6'",4,5,,
802,864418,"'2005-3-7'",5,3,,
804,576359,"'2006-6-14'",2,2,,
806,738163,"'2009-6-9'",5,5,,
808,179843,"'2005-9-17'",2,4,,
810,960148,"'2008-5-31'",5,2,,
812,866661,"'2009-4-8'",2,2,,
814,737418,"'2007-10-21'",5,4,,
816,383492,"'2007-4-14'",3,6,,
818,954364,"'2005-9-6'",5,5,,
821,207434,"'2009-7-10'",6,1,,
822,381541,"'2010-3-30'",5,6,,
824,566161,"'2006-10-12'",3,6,,
826,980129,"'2007-7-18'",4,5,,
828,536662,"'2007-7-12'",5,1,,
830,244994,"'2007-9-4'",4,4,,
832,573219,"'2006-11-17'",2,1,,
834,652022,"'2009-9-12'",3,1,,
836,251524,"'2005-2-13'",5,1,,
838,943799,"'2006-4-18'",5,3,,
841,401902,"'2008-4-3'",4,4,,
842,236237,"'2004-8-18'",6,2,,
844,556408,"'2004-12-9'",1,1,,
846,281863,"'2005-6-6'",3,6,,
848,464679,"'2008-2-12'",6,2,,
850,730786,"'2008-5-15'",2,6,,
852,281100,"'2008-9-8'",2,2,,
854,815608,"'2007-7-7'",4,6,,
856,419993,"'2005-6-14'",1,4,,
858,807969,"'2009-11-25'",1,4,,
861,725777,"'2005-10-14'",6,6,,
862,903364,"'2005-9-23'",2,2,,
864,818872,"'2004-12-26'",2,4,,
866,120547,"'2009-12-5'",6,1,,
868,882264,"'2007-3-22'",1,3,,
870,423712,"'2006-2-8'",1,1,,
872,475353,"'2005-11-28'",2,4,,
874,272600,"'2007-6-17'",2,6,,
876,319562,"'2008-7-28'",3,4,,
878,542879,"'2006-12-10'",6,3,,
881,940606,"'2004-8-28'",4,3,,
882,685736,"'2005-8-18'",2,2,,
884,737939,"'2009-1-28'",3,4,,
886,633909,"'2009-7-3'",4,2,,
888,266175,"'2004-8-25'",4,2,,
890,430741,"'2005-12-17'",5,2,,
892,625704,"'2009-12-29'",6,6,,
894,917906,"'2005-11-5'",3,4,,
896,270338,"'2008-7-5'",5,1,,
898,251230,"'2009-8-24'",2,2,,
901,707733,"'2006-6-30'",1,6,,
902,267977,"'2009-12-19'",3,3,,
904,790905,"'2006-4-16'",5,1,,
906,618678,"'2008-7-17'",1,2,,
908,647908,"'2009-5-8'",5,4,,
910,165053,"'2006-7-25'",6,3,,
912,451943,"'2009-8-12'",4,3,,
914,861382,"'2007-8-6'",5,6,,
916,114775,"'2007-10-3'",6,5,,
918,518631,"'2006-1-9'",6,4,,
921,311879,"'2008-3-9'",6,5,,
922,193357,"'2004-12-16'",3,3,,
924,317793,"'2006-6-30'",3,4,,
926,389354,"'2008-12-21'",2,1,,
928,432835,"'2005-3-13'",3,4,,
930,502402,"'2009-4-7'",1,2,,
932,937489,"'2004-9-3'",1,5,,
934,213244,"'2005-11-20'",5,1,,
936,323158,"'2010-2-12'",6,6,,
938,711665,"'2006-2-17'",6,5,,
941,338701,"'2009-6-27'",5,2,,
942,381056,"'2008-2-17'",2,4,,
944,935546,"'2004-6-27'",6,1,,
946,362680,"'2006-3-12'",2,5,,
948,924405,"'2008-8-6'",6,3,,
950,122659,"'2005-12-19'",4,5,,
952,735134,"'2006-5-24'",6,3,,
954,561971,"'2010-1-29'",6,3,,
956,940971,"'2008-9-8'",4,3,,
958,798751,"'2005-6-26'",3,1,,
961,725982,"'2005-11-3'",4,5,,
962,377946,"'2009-3-1'",4,3,,
964,348855,"'2004-8-25'",1,4,,
966,808837,"'2006-1-6'",2,2,,
968,130961,"'2006-8-7'",6,1,,
970,531493,"'2007-2-11'",1,4,,
972,496191,"'2007-1-5'",4,5,,
974,802527,"'2007-10-27'",1,6,,
976,433146,"'2006-10-31'",6,6,,
978,940892,"'2004-6-3'",3,3,,
981,576634,"'2006-11-3'",3,5,,
982,973518,"'2010-2-1'",2,5,,
984,417311,"'2006-9-11'",4,2,,
986,402837,"'2004-6-7'",3,5,,
988,247756,"'2010-2-14'",2,2,,
990,669132,"'2009-12-31'",1,6,,
992,425601,"'2005-8-9'",1,1,,
994,994866,"'2008-6-4'",2,1,,
996,101917,"'2004-12-14'",1,4,,
998,953693,"'2006-6-4'",3,3,,
